Address,City,Email,Name,Phone,State,Zip,MD_Prefix1,MD_FirstName1,MD_MiddleName1,MD_LastName1,MD_Suffix1,MD_Gender1,MD_Prefix2,MD_FirstName2,MD_MiddleName2,MD_LastName2,MD_Suffix2,MD_Gender2,MD_Salutation,MD_Address,MD_Address2,MD_Suite,MD_Urbanization,MD_City,MD_State,MD_Zip,MD_Plus4,MD_DPAndCheckDigit,MD_PrivateMailbox,MD_Country,MD_CMRA,MD_ElotNumber,MD_ElotOrder,MD_DeliveryIndication,MD_AddressType,MD_AddressTypeDesc,MD_ZipType,MD_CRRT,MD_CityAbbrev,MD_District,MD_AddrRange,MD_AddrPreDir,MD_AddrName,MD_AddrSuffix,MD_AddrPostDir,MD_AddrSuiteName,MD_AddrSuiteRange,MD_AddrPMBName,MD_AddrPMBRange,MD_AddrRouteService,MD_AddrLockBox,MD_AddrDeliveryInstallation,MD_AddrExtraInformation,MD_AddrCountyName,MD_AddrCountyFips,MD_AddrTimezone,MD_AddrTimezoneCode,MD_AddressKey,MD_GeoCounty,MD_GeoCountyFIPS,MD_PlaceCode,MD_PlaceName,MD_TimeZone,MD_TZCode,MD_Latitude,MD_Longitude,MD_CBSACode,MD_CBSALevel,MD_CBSATitle,MD_CBSADivisionCode,MD_CBSADivisionLevel,MD_CBSADivisionTitle,MD_CensusBlock,MD_CensusTract,MD_Phone,MD_PhoneCity,MD_PhoneState,MD_PhoneCountry,MD_PhoneTimeZone,MD_PhoneTZCode,MD_AreaCode,MD_PhonePrefix,MD_PhoneSuffix,MD_PhoneExtension,MD_PhoneCounty,MD_PhoneCountyFips,MD_EmailBox,MD_EmailTopLevel,MD_EmailTopLevelDesc,MD_EmailDomain,MD_EmailAddress,MD_Results
10041 Lasaber C,Houston      ,neal_gross@gmail.com                       , jennifer cioni     ,7138391090  ,TX,77038          ,                    ,Jennifer                           ,                    ,Cioni                              ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Cioni:                                   ,10041 Lasaber Ct                                  ,                                                  ,                    ,               ,Houston                            ,TX             ,77038     ,2409,415,               ,US        , ,    , ,                    ,S,Street                        , ,C003,Houston      ,18,10041     ,     ,Lasaber                                 ,Ct        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,77038240941,Harris                   ,48201,       ,                                                            ,Central Time        ,06,29.911830   ,-95.437670  ,26420,Metropolitan Statistical Area      ,"Houston-The Woodlands-Sugar Land, TX                   ",     ,                                   ,                                                       ,2000,533600,(713) 839-1090                ,Houston                     ,TX,US,Central Time        ,06,713,839,1090,              ,                         ,     ,neal_gross               ,com       ,Commercial                                        ,gmail                                             ,neal_gross@gmail.com                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
9100 Andrews Hw,Odessa       ,neal_hamilton@snet.net                     , julie matulin      ,7134713880  ,TX,79765          ,                    ,Julie                              ,                    ,Matulin                            ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Matulin:                                 ,9100 Andrews Hwy                                  ,                                                  ,Apt 1316            ,               ,Odessa                             ,TX             ,79765     ,1334,410,               ,US        , ,    , ,                    ,H,Highrise                      , ,C040,Odessa       ,11,9100      ,     ,Andrews                                 ,Hwy       ,     ,Apt       ,1316      ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,79765133441,Ector                    ,48135,4853388,Odessa                                                      ,Central Time        ,06,31.942630   ,-102.402849 ,36220,Metropolitan Statistical Area      ,"Odessa, TX                                             ",     ,                                   ,                                                       ,1039,002501,(713) 471-3880                ,Houston                     ,TX,US,Central Time        ,06,713,471,3880,              ,                         ,     ,neal_hamilton            ,net       ,Network                                           ,snet                                              ,neal_hamilton@snet.net                                                     ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                             "
3007 Sunchase C,Katy         ,neal_hatch@gpu.srv.ualberta.ca             , Minu               ,7134713880  ,TX,77449          ,                    ,                                   ,                    ,Minu                               ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Valued Customer:                             ,3007 Sunchase Ct                                  ,                                                  ,                    ,               ,Katy                               ,TX             ,77449     ,4946,079,               ,US        , ,    , ,                    ,S,Street                        , ,C043,Katy         ,10,3007      ,     ,Sunchase                                ,Ct        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,77449494607,Harris                   ,48201,       ,                                                            ,Central Time        ,06,29.813030   ,-95.723160  ,26420,Metropolitan Statistical Area      ,"Houston-The Woodlands-Sugar Land, TX                   ",     ,                                   ,                                                       ,4000,542301,(713) 471-3880                ,Houston                     ,TX,US,Central Time        ,06,713,471,3880,              ,                         ,     ,neal_hatch               ,ca        ,Canada                                            ,gpu.srv.ualberta                                  ,neal_hatch@gpu.srv.ualberta.ca                                             ,"AS01,ES01,GS05,NS01,PS02,PS07                                                                       "
1012 Ferry St  ,Lafayette    ,neal_k@cs.com                              , minakshi khawle    ,2107256772  ,IN,47901          ,                    ,Minakshi                           ,                    ,Khawle                             ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Minakshi:                                    ,1012 Ferry St                                     ,                                                  ,                    ,               ,Lafayette                          ,IN             ,47901     ,1529,129,               ,US        , ,    , ,                    ,S,Street                        , ,C002,Lafayette    ,04,1012      ,     ,Ferry                                   ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,47901152912,Tippecanoe               ,18157,1840788,Lafayette                                                   ,Eastern Time        ,05,40.420200   ,-86.885283  ,29200,Metropolitan Statistical Area      ,"Lafayette-West Lafayette, IN                           ",     ,                                   ,                                                       ,3023,000400,(210) 725-6772                ,San Antonio                 ,TX,US,Central Time        ,06,210,725,6772,              ,                         ,     ,neal_k                   ,com       ,Commercial                                        ,cs                                                ,neal_k@cs.com                                                              ,"AS01,ES01,GS05,NS01,NS05,PS02,PS07                                                                  "
1213 20Th St   ,Wichita Falls,neal_kneel@aol.com                         , Manzoor Wani       ,2107256772  ,TX,76301          ,                    ,Wani                               ,                    ,Manzoor                            ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Wani:                                        ,1213 20th St                                      ,                                                  ,                    ,               ,Wichita Falls                      ,TX             ,76301     ,5259,138,               ,US        , ,    , ,                    ,S,Street                        , ,C004,Wichita Falls,13,1213      ,     ,20th                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,76301525913,Wichita                  ,48485,4879000,Wichita Falls                                               ,Central Time        ,06,33.896640   ,-98.488010  ,48660,Metropolitan Statistical Area      ,"Wichita Falls, TX                                      ",     ,                                   ,                                                       ,2111,010100,(210) 725-6772                ,San Antonio                 ,TX,US,Central Time        ,06,210,725,6772,              ,                         ,     ,neal_kneel               ,com       ,Commercial                                        ,aol                                               ,neal_kneel@aol.com                                                         ,"AS01,ES01,GS05,NS01,PS02,PS07                                                                       "
221 S 4th St Ap,Salina       ,neal_krull2001@hotmail.com                 , Mike Sullivan      ,512 250-6283,KS,67401          ,                    ,Mike                               ,                    ,Sullivan                           ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Sullivan:                                ,221 S 4th St                                      ,                                                  ,Apt 9               ,               ,Salina                             ,KS             ,67401     ,3952,094,               ,US        , ,    , ,                    ,H,Highrise                      , ,C007,Salina       ,01,221       ,S    ,4th                                     ,St        ,     ,Apt       ,9         ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,67401395209,Saline                   ,20169,2062700,Salina                                                      ,Central Time        ,06,38.837257   ,-97.606421  ,41460,Micropolitan Statistical Area      ,"Salina, KS                                             ",     ,                                   ,                                                       ,3045,000100,(512) 250-6283                ,Austin                      ,TX,US,Central Time        ,06,512,250,6283,              ,                         ,     ,neal_krull2001           ,com       ,Commercial                                        ,hotmail                                           ,neal_krull2001@hotmail.com                                                 ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
600 S Hill St  ,Itasca       ,neal_latasha@earthlink.net                 , stephanie warren   ,5122506283  ,TX,76055          ,                    ,Stephanie                          ,                    ,Warren                             ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Warren:                                  ,600 S Hill St                                     ,                                                  ,                    ,               ,Itasca                             ,TX             ,76055     ,2911,004,               ,US        , ,    , ,                    ,S,Street                        , ,R002,Itasca       ,25,600       ,S    ,Hill                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,76055291100,Hill                     ,48217,4837084,Itasca                                                      ,Central Time        ,06,32.154090   ,-97.147899  ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,1080,960100,(512) 250-6283                ,Austin                      ,TX,US,Central Time        ,06,512,250,6283,              ,                         ,     ,neal_latasha             ,net       ,Network                                           ,earthlink                                         ,neal_latasha@earthlink.net                                                 ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
1616 Mabry Dr  ,Clovis       ,neal_m.owen@aim.com                        , robert mitchell    ,5125348473  ,NM,88101          ,                    ,Robert                             ,                    ,Mitchell                           ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Mitchell:                                ,1616 Mabry Dr                                     ,                                                  ,                    ,               ,Clovis                             ,NM             ,88101     ,7936,160,               ,US        , ,    , ,                    ,S,Street                        , ,C011,Clovis       ,03,1616      ,     ,Mabry                                   ,Dr        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,88101793616,Curry                    ,35009,3516420,Clovis                                                      ,Mountain Time       ,07,34.397078   ,-103.183792 ,17580,Micropolitan Statistical Area      ,"Clovis, NM                                             ",     ,                                   ,                                                       ,1054,000400,(512) 534-8473                ,Austin                      ,TX,US,Central Time        ,06,512,534,8473,              ,                         ,     ,neal_m.owen              ,com       ,Commercial                                        ,aim                                               ,neal_m.owen@aim.com                                                        ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
609 E Market   ,Texline      ,neal_mercaldo@hotmail.com                  , Mott Jones         ,5125348473  ,TX,79087          ,                    ,Jones                              ,                    ,Mott                               ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Mott:                                    ,609 E Market                                      ,                                                  ,                    ,               ,Texline                            ,TX             ,79087     ,    ,   ,               ,US        , ,    , ,                    , ,                              , ,    ,Texline      ,  ,609       ,E    ,Market                                  ,          ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,79087000000,Dallam                   ,48111,       ,                                                            ,Central Time        ,06,36.362177   ,-103.019340 ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,    ,      ,(512) 534-8473                ,Austin                      ,TX,US,Central Time        ,06,512,534,8473,              ,                         ,     ,neal_mercaldo            ,com       ,Commercial                                        ,hotmail                                           ,neal_mercaldo@hotmail.com                                                  ,"AE10,ES01,GS02,NS01,NS05,NS06,PS02,PS08                                                             "
2711 Russell Av,Minneapolis  ,neal_mercer2000@yahoo.com                  , marcus revels      ,2106272829  ,MN,55411          ,                    ,Marcus                             ,                    ,Revels                             ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Revels:                                  ,2711 Russell Ave N                                ,                                                  ,                    ,               ,Minneapolis                        ,MN             ,55411     ,1064,111,               ,US        , ,    , ,                    ,S,Street                        , ,C008,Minneapolis  ,05,2711      ,     ,Russell                                 ,Ave       ,N    ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,55411106411,Hennepin                 ,27053,2743000,Minneapolis                                                 ,Central Time        ,06,45.008178   ,-93.311137  ,33460,Metropolitan Statistical Area      ,"Minneapolis-St. Paul-Bloomington, MN-WI                ",     ,                                   ,                                                       ,2002,101300,(210) 627-2829                ,San Antonio                 ,TX,US,Central Time        ,06,210,627,2829,              ,                         ,     ,neal_mercer2000          ,com       ,Commercial                                        ,yahoo                                             ,neal_mercer2000@yahoo.com                                                  ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
737 S Weed Blvd,Weed         ,neal_mistry@icq.com                        , Marcus Jefferson   ,2106272829  ,CA,96094          ,                    ,Marcus                             ,                    ,Jefferson                          ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Jefferson:                               ,737 S Weed Blvd                                   ,                                                  ,Spc 19              ,               ,Weed                               ,CA             ,96094     ,2854,193,               ,US        , ,    , ,                    ,H,Highrise                      , ,R001,Weed         ,01,737       ,S    ,Weed                                    ,Blvd      ,     ,Spc       ,19        ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,96094285419,Siskiyou                 ,06093,0683850,Weed                                                        ,Pacific Time        ,08,41.412470   ,-122.383390 ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,5047,000900,(210) 627-2829                ,San Antonio                 ,TX,US,Central Time        ,06,210,627,2829,              ,                         ,     ,neal_mistry              ,com       ,Commercial                                        ,icq                                               ,neal_mistry@icq.com                                                        ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
2517 14Th Ave S,Grand Forks  ,nealderuyter@aol.com                       , M Sto              ,2108216965  ,ND,58201          ,                    ,M                                  ,                    ,Sto                                ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear M Sto:                                       ,2517 14th Ave S                                   ,                                                  ,Apt 302             ,               ,Grand Forks                        ,ND             ,58201     ,5258,770,               ,US        , ,    , ,                    ,H,Highrise                      , ,C070,Grand Forks  ,01,2517      ,     ,14th                                    ,Ave       ,S    ,Apt       ,302       ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,58201525877,Grand Forks              ,38035,3832060,Grand Forks                                                 ,Central Time        ,06,47.907091   ,-97.064117  ,24220,Metropolitan Statistical Area      ,"Grand Forks, ND-MN                                     ",     ,                                   ,                                                       ,3006,010801,(210) 821-6965                ,San Antonio                 ,TX,US,Central Time        ,06,210,821,6965,              ,                         ,     ,nealderuyter             ,com       ,Commercial                                        ,aol                                               ,nealderuyter@aol.com                                                       ,"AS01,ES01,GS06,NS01,PS01,PS08,PS11                                                                  "
25334 Lost Long,Aitkin       ,nealdesai69@gmail.com                      , mileyka figueroa   ,2108216965  ,MN,56431          ,                    ,Mileyka                            ,                    ,Figueroa                           ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Mileyka:                                     ,25334 Lost Long Lake Rd                           ,                                                  ,                    ,               ,Aitkin                             ,MN             ,56431     ,3146,340,               ,US        , ,    , ,                    ,S,Street                        , ,R003,Aitkin       ,08,25334     ,     ,Lost Long Lake                          ,Rd        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,56431314634,Aitkin                   ,27001,       ,                                                            ,Central Time        ,06,46.524430   ,-93.874150  ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,    ,      ,(210) 821-6965                ,San Antonio                 ,TX,US,Central Time        ,06,210,821,6965,              ,                         ,     ,nealdesai69              ,com       ,Commercial                                        ,gmail                                             ,nealdesai69@gmail.com                                                      ,"AS01,ES01,GS05,NS01,NS06,PS01,PS08,PS11                                                             "
1152 N 8Th St  ,Sterling     ,neonbabie@yahoo.com                        , m ileyka reyes     ,2108058202  ,CO,80751          ,                    ,M Ileyka                           ,                    ,Reyes                              ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Ileyka:                                      ,1152 N 8th St                                     ,                                                  ,                    ,               ,Sterling                           ,CO             ,80751     ,2514,520,               ,US        , ,    , ,                    ,S,Street                        , ,C008,Sterling     ,04,1152      ,N    ,8th                                     ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,80751251452,Logan                    ,08075,0873935,Sterling                                                    ,Mountain Time       ,07,40.636866   ,-103.210834 ,44540,Micropolitan Statistical Area      ,"Sterling, CO                                           ",     ,                                   ,                                                       ,3040,966200,(210) 805-8202                ,San Antonio                 ,TX,US,Central Time        ,06,210,805,8202,              ,                         ,     ,neonbabie                ,com       ,Commercial                                        ,yahoo                                             ,neonbabie@yahoo.com                                                        ,"AS01,AS16,ES01,GS06,NS01,NS06,PS02,PS08                                                             "
1404 Longfitt S,Richland     ,neonbabyblue@aol.com                       , Kristian Miley     ,2108058202  ,WA,99352          ,                    ,Kristian                           ,                    ,Miley                              ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Kristian:                                    ,1404 Longfitt St                                  ,                                                  ,                    ,               ,Richland                           ,WA             ,99352     ,3747,047,               ,US        , ,    , ,                    ,S,Street                        , ,C011,Richland     ,04,1404      ,     ,Longfitt                                ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,99352374704,Benton                   ,53005,5358235,Richland                                                    ,Pacific Time        ,08,46.277713   ,-119.290444 ,28420,Metropolitan Statistical Area      ,"Kennewick-Richland, WA                                 ",     ,                                   ,                                                       ,2001,010400,(210) 805-8202                ,San Antonio                 ,TX,US,Central Time        ,06,210,805,8202,              ,                         ,     ,neonbabyblue             ,com       ,Commercial                                        ,aol                                               ,neonbabyblue@aol.com                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
325Wiegeldr    ,Ferguson     ,neonballhandler@aol.com                    , Friend             ,2106530569  ,MO,63135          ,                    ,                                   ,                    ,Friend                             ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Valued Customer:                             ,325 Wiegel Dr                                     ,                                                  ,                    ,               ,Ferguson                           ,MO             ,63135     ,2980,256,               ,US        , ,    , ,                    ,S,Street                        , ,C074,Ferguson     ,01,325       ,     ,Wiegel                                  ,Dr        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,63135298025,Saint Louis              ,29189,2923986,Ferguson                                                    ,Central Time        ,06,38.734897   ,-90.308024  ,41180,Metropolitan Statistical Area      ,"St. Louis, MO-IL                                       ",     ,                                   ,                                                       ,5003,212700,(210) 653-0569                ,San Antonio                 ,TX,US,Central Time        ,06,210,653,0569,              ,                         ,     ,neonballhandler          ,com       ,Commercial                                        ,aol                                               ,neonballhandler@aol.com                                                    ,"AC10,AC11,AS01,ES01,GS05,NS01,NS06,PS02,PS08                                                        "
206 High St    ,Crawfordsvlle,neonbaybee@aol.com                         , Chris Minucci      ,2106530569  ,IN,47933          ,                    ,Chris                              ,                    ,Minucci                            ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Chris:                                       ,206 High St                                       ,                                                  ,                    ,               ,Crawfordsvlle                      ,IN             ,47933     ,1605,066,               ,US        , ,    , ,                    ,S,Street                        , ,C011,Crawfordsvlle,04,206       ,     ,High                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,47933160506,Montgomery               ,18107,1815742,Crawfordsville                                              ,Eastern Time        ,05,40.043270   ,-86.908630  ,18820,Micropolitan Statistical Area      ,"Crawfordsville, IN                                     ",     ,                                   ,                                                       ,2008,957000,(210) 653-0569                ,San Antonio                 ,TX,US,Central Time        ,06,210,653,0569,              ,                         ,     ,neonbaybee               ,com       ,Commercial                                        ,aol                                               ,neonbaybee@aol.com                                                         ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
5200 Nagel Ave ,Saint Louis  ,neonbeachdogs@hotmail.com                  , mike summers       ,2106541903  ,MO,63109          ,                    ,Mike                               ,                    ,Summers                            ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Summers:                                 ,5200 Nagel Ave                                    ,                                                  ,                    ,               ,Saint Louis                        ,MO             ,63109     ,4053,009,               ,US        , ,    , ,                    ,S,Street                        , ,C071,Saint Louis  ,01,5200      ,     ,Nagel                                   ,Ave       ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,63109405300,Saint Louis City         ,29510,2965000,St. Louis                                                   ,Central Time        ,06,38.569680   ,-90.290310  ,41180,Metropolitan Statistical Area      ,"St. Louis, MO-IL                                       ",     ,                                   ,                                                       ,2016,102100,(210) 654-1903                ,San Antonio                 ,TX,US,Central Time        ,06,210,654,1903,              ,                         ,     ,neonbeachdogs            ,com       ,Commercial                                        ,hotmail                                           ,neonbeachdogs@hotmail.com                                                  ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
6907 Julian Ave,Saint Louis  ,neonbeersigns@atyahoo.com                  , jessica walker     ,5126817444  ,MO,63130          ,                    ,Jessica                            ,                    ,Walker                             ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Walker:                                  ,6907 Julian Ave                                   ,                                                  ,                    ,               ,Saint Louis                        ,MO             ,63130     ,1905,075,               ,US        , ,    , ,                    ,S,Street                        , ,C015,Saint Louis  ,01,6907      ,     ,Julian                                  ,Ave       ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,63130190507,Saint Louis              ,29189,2975220,University City                                             ,Central Time        ,06,38.670565   ,-90.313073  ,41180,Metropolitan Statistical Area      ,"St. Louis, MO-IL                                       ",     ,                                   ,                                                       ,4009,215900,(512) 681-7444                ,Austin                      ,TX,US,Central Time        ,06,512,681,7444,              ,                         ,     ,neonbeersigns            ,com       ,Commercial                                        ,atyahoo                                           ,neonbeersigns@atyahoo.com                                                  ,"AS01,EE03,ES02,GS05,NS01,NS05,NS06,PS02,PS08                                                        "
211 West Pine S,East Prairie ,neonben@yahoo.com                          , marus richie       ,5125925362  ,MO,63845          ,                    ,Richie                             ,                    ,Marus                              ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Marus:                                   ,211 W Pine St                                     ,                                                  ,                    ,               ,East Prairie                       ,MO             ,63845     ,1446,117,               ,US        , ,    , ,                    ,S,Street                        , ,C006,East Prairie ,08,211       ,W    ,Pine                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,63845144611,Mississippi              ,29133,2921052,East Prairie                                                ,Central Time        ,06,36.779600   ,-89.387731  ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,3060,950400,(512) 592-5362                ,Austin                      ,TX,US,Central Time        ,06,512,592,5362,              ,                         ,     ,neonben                  ,com       ,Commercial                                        ,yahoo                                             ,neonben@yahoo.com                                                          ,"AS01,ES01,GS06,NS01,NS05,NS06,PS02,PS08                                                             "
784 Duncan Way ,Folsom       ,neonbidetti@msn.com                        , eilis flaherty     ,5125925362  ,CA,95630          ,                    ,Eilis                              ,                    ,Flaherty                           ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Eilis:                                       ,784 Duncan Way                                    ,                                                  ,                    ,               ,Folsom                             ,CA             ,95630     ,8801,848,               ,US        , ,    , ,                    ,S,Street                        , ,R015,Folsom       ,07,784       ,     ,Duncan                                  ,Way       ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,95630880184,Sacramento               ,06067,0624638,Folsom                                                      ,Pacific Time        ,08,38.658693   ,-121.158332 ,40900,Metropolitan Statistical Area      ,"Sacramento--Roseville--Arden-Arcade, CA                ",     ,                                   ,                                                       ,1000,008508,(512) 592-5362                ,Austin                      ,TX,US,Central Time        ,06,512,592,5362,              ,                         ,     ,neonbidetti              ,com       ,Commercial                                        ,msn                                               ,neonbidetti@msn.com                                                        ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
5217 Grandview ,Edina        ,neonbird1@usa.net                          , tania laroche      ,5123641812  ,MN,55436          ,                    ,Tania                              ,                    ,LaRoche                            ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. LaRoche:                                 ,5217 Grandview Ln                                 ,                                                  ,                    ,               ,Edina                              ,MN             ,55436     ,2113,172,               ,US        , ,    , ,                    ,S,Street                        , ,C005,Edina        ,03,5217      ,     ,Grandview                               ,Ln        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,55436211317,Hennepin                 ,27053,2718188,Edina                                                       ,Central Time        ,06,44.908282   ,-93.358051  ,33460,Metropolitan Statistical Area      ,"Minneapolis-St. Paul-Bloomington, MN-WI                ",     ,                                   ,                                                       ,1020,023501,(512) 364-1812                ,Austin                      ,TX,US,Central Time        ,06,512,364,1812,              ,                         ,     ,neonbird1                ,net       ,Network                                           ,usa                                               ,neonbird1@usa.net                                                          ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
410 Oak Ave Apt,Eldora       ,neonblackdirt@worldnet.att.net             , Maramin Morales    ,5123641812  ,IA,50627          ,                    ,Maramin                            ,                    ,Morales                            ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Maramin:                                     ,410 Oak Ave                                       ,                                                  ,Apt 2A              ,               ,Eldora                             ,IA             ,50627     ,1438,211,               ,US        , ,    , ,                    ,H,Highrise                      , ,C001,Eldora       ,04,410       ,     ,Oak                                     ,Ave       ,     ,Apt       ,2A        ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,50627143821,Hardin                   ,19083,1924465,Eldora                                                      ,Central Time        ,06,42.365438   ,-93.088087  ,     ,                                   ,                                                       ,     ,                                   ,                                                       ,1048,480600,(512) 364-1812                ,Austin                      ,TX,US,Central Time        ,06,512,364,1812,              ,                         ,     ,neonblackdirt            ,net       ,Network                                           ,worldnet.att                                      ,neonblackdirt@worldnet.att.net                                             ,"AS01,ES01,GS06,NS01,NS06,PS02,PS08                                                                  "
1824 N Tipton R,Muscatine    ,neonbliss101@yahoo.ca                      , Mark Ealy          ,5129945768  ,IA,52761          ,                    ,Mark                               ,                    ,Ealy                               ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Ealy:                                    ,1824 N Tipton Rd                                  ,                                                  ,                    ,               ,Muscatine                          ,IA             ,52761     ,9761,240,               ,US        , ,    , ,                    ,S,Street                        , ,R001,Muscatine    ,02,1824      ,N    ,Tipton                                  ,Rd        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,52761976124,Muscatine                ,19139,       ,                                                            ,Central Time        ,06,41.476090   ,-91.079940  ,34700,Micropolitan Statistical Area      ,"Muscatine, IA                                          ",     ,                                   ,                                                       ,1005,050600,(512) 994-5768                ,Austin                      ,TX,US,Central Time        ,06,512,994,5768,              ,                         ,     ,neonbliss101             ,ca        ,Canada                                            ,yahoo                                             ,neonbliss101@yahoo.ca                                                      ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                             "
